,recordid,content,attitude
2243,325850,这孩子是个天使。有良知。在她的能力范围她已经尽力了。,1
2244,325908,嘴上全是道义，心里全是生意，恶心,2
2245,326123,虚伪从小做起,2
2246,326271,还气候变化呢？都排废水了您老这么热爱环境不说道几句？,2
2247,326505,在大多数中国人眼里，这就是个笑话！这年龄的孩子三观都没养成，不知基于何种理念大言不愧的谈论气候变化之类的世界性难题。如果是基于朴素的理念，会很敬佩她，虽然无知无谓，但勇气可嘉；如果只是某些资本和政治势力推出的工具人，只是为了吸引人眼球，那就很可悲。但一切迹向表明，她是后者，所以这只是个笑话，当是个猴戏吧,2
2248,326531,最强嘴炮,2
2249,327023,评论戾气太重了吧有点，她也不是英雄，不可能所有事情都要人家来管吧，各位在坐的这个年龄对这个世界已经做出什么贡献了吗，没必要真的，人家对大气保护也算是有点贡献了,1
2250,327248,这不过是表演，显示他不是美国的狗，其实就是，不然为什么日本不提，因为日本的属于政治事件，她当然乖乖闭嘴了。,2
2251,327451,来了来了，西方世界已经准备割裂年代了，到她长大的时候，一切环境问题就可以怪罪上一代了，多重要的政治资本,3
2252,327452,“我一点也不相信你真的会采取措施，但是我想知道，你觉得你还能逍遥法外多久，你现在侥幸逃脱了，但人们迟早会知道你在做什么，我们年轻人会将你写入历史，我们将决定你将如何被记住，你现在还有时间做弥补，但剩下时间不多了，我劝你们好好选择！”,1
2253,324127,奥斯卡怎么还没提名她,2
2254,324235,要是就这样按照剧本动动嘴皮子就能是环保少女那我是不是也能当个环保少男了兄弟们,2
2255,324303,背部中12枪自杀警告,4
2256,324842,设么叫假环保，大家都已经知道你虚伪的嘴脸了。名为环保实则博眼球，日本排核废水的时候你去哪里了，还在这丢人现眼，恶心。,2
2257,325345,你们都在骂她讽刺她，而我却在敬佩她，毕竟背这么多奇葩的台词脸不红心不跳的能力，对于她这个年龄属实厉害,2
2258,325485,环保少女：你们不懂，华尔街姥爷早排核废水排排了30年了，没热度可骂了，要挣就挣白左的钱，没胆子真的搞环保，但借环保赚钱的胆子还是有的而且很大*罒▽罒*,2
2259,182533,别闹，你们连挨打的资格都没有，你有什么东西是值得老美拿出洗衣粉的吗？,4
2260,182537,碳权就是发展权,2
2261,182546,发达国家承诺要让他们兑现吗？要，一定要，每次开会都要说。那环保要搞吗？要，一定要，越快越好。,1
2262,182557,仁义不施而攻守之势异也。海平面上升这件事情对太平洋岛国那是真的关系到生死存亡，而且近在眼前，无论你许诺多少东西都不行何况你还赖账,1
2263,182560,打仗呀， 互相伤害呀，不打仗哪来经济，,4
2264,182584,还是不会说，诶呀，我教你们吧，你们就说自己岛上有石油或者决定要搞核武器，美国佬就过来了,4
2265,182588,1.纯政治问题，非环保问题。先实现清洁能源的国家是要向非清洁能源国家征收碳税的。高额碳税会迫使产业向清洁能源国家集中。这是我们为什么也跟着做的原因之一。2.海上的小岛国很急，海平面上升和气候异常，对大陆型国家影响不是最大的，小型岛国每天都在失去生存空间，澳大利亚旁边的几个小岛追着它屁股后面要钱。3.一件全球性的危机事件发生，总会伴随各国推出的解决办法，而办法的推出与执行背后总会有某些利益集团因此获益，从而把代价转嫁给其他国家和地区，每次推动的东西里不知道包裹了多少利益诉求，你根本结构不了，因为太复杂。4.世界如今小200左右个国家，大部分是二战后形成的，原殖民地解殖的领导人并非原住民，只是殖民者后代或利益相关者发生对原殖民地宗主国的反抗而已，二战后的地缘影响一直延续到今天还未消散，所以别说为什么他们跟西方走得近，人家本来就是一起的。5.表面看欧洲发达国家人少资源多，认真去算算它们在海外的移民有多少，全球殖民的时候送出去多少，现在都拉回本国试试，马上爆炸，没必要想着靠一个什么会就能搞定这个问题，各干各的最好，最后，谁没做到，给全球交税就是了。6.国际尚处在无政府状态，联合国不过是个吵架的地方，所以达尔文主义风靡全球，西方是主流，西方又信这个，所以，共同体的说法，西方人根本不信，任重道远了。纯个人看法。,2
2266,182591,美国：炸弹会破坏地球生态的，我还是收割吧,2
2267,182596,关键是打着环保的名义要去的钱，这些国家100%不会用到环保上，相反可能拿这些钱发展重污染企业或者直接拿去维持政权和战争。,2
2268,182602,你就直接说没钱花了，打点钱得了，你们这些个比烂泥扶不上墙，怪谁以前援助自己没少吃吧，有多少用在公共事业建设了？,4
2269,182610,我寻思也没过几年啊 前几年不就喊出了 碳排放权就是发展权了 中国通过科学发展和产业转型现在跳出来了而已 说白了这个世界是吃人的 一部分人通过金融政权军事压榨着另一群人的劳动力 就像美国通过美元霸权虹吸全球  欧洲国家靠着奢饰品 经济中心 尖端生产工具一样 表面冠冕堂皇 背后全是生意,2
2270,182614,这些没资源的国家没人帮他们搞工业谁都富不起来，没有国家希望他们工业能做大，没资源又不发达才是最好的，不然真的要分分钟被灭了，毕竟世界不太平，谁都不想多几个有威胁的潜在敌人，除了苏联，那时候确实帮了我们不少。美国现在推动气候变化问题其实很大部分就是限制这些小国发展，逼他们入美国地图。,2
2271,182621,西方就这样的，中国这些年发展还是靠自己打压价格拼命突破技术封锁的，多少工人和科学技术工作者的血泪，西方只会废话，其它不管,2
2272,182627,这些发达国家什么时候给中国钱啊，中国也是发展中国家，难道欧美不该兑现承诺吗,3
2273,182630,自己能动手+外来技术=可以搞而且搞的好自己懒+外来技术=空气自己有能力+没有外来技术=不能搞也可以搏一搏,3
2274,182633,我穷，我没钱，你必须要给我钱，不给我钱我就骂你,4
2275,182635,气候峰会就是在清洁能源占据先发优势的工业国对其它国家的一场瓜分！当然我是支持这种瓜分的，死道友不死贫道，况且清洁能源确实对可持续发展有优势！,1
2276,182655,环保本身是门生意,2
2277,182660,为什么一定要帮你无偿给你几十亿美元？人家的钱也不是大风刮来的。弱国无外交，有本事你自己掏几十亿？,4
2278,182662,这个就应该按1800年积累的人均开始计算，只愿1800年以前的就忽略不计了！！！！哪怕就是现在中国的人均排放也只有美国的三分之一不到,3
2279,182668,帕劳就是太平洋肺结核,4
2280,182679,不要每个发展中国家或者穷国一要钱要技术就说人家乞丐。 要知道现在的发达国家只不过是先进行了工业化，他们历史以来所制造的污染难道不该由他们负责吗？如果让尚未工业化的国家从一开始就分担这个责任，而又不提供资金和技术的支持，难道是公平的吗？排放权就是发展权，向他们要钱要技术是完全合理的，而不兑现承诺是毫无责任心和契约精神的。所以被指责的应该是谁呢？,3
2281,182682,大义错了么？不，借大义的名头杀人才是错的,4
2282,182695,这些前殖民地自己作死要独立，看看波利尼西亚多聪明，靠着法国兜底和帮忙造基建，发展发展旅游，舒服的多，实在不行就重新做英法德的殖民地吧，看看韩国和日本，给美国当狗成了亚洲唯二的发达国家，在吃饭面前尊严真的一文不值,4
2283,182700,其实挺迷惑的 理论上发展中国家不应该支持气候协议毕竟这对国家发展太不利了,2
2284,182710,环保要不要搞，看看今年河南山西的水灾就明白了，但是一定要以民众的安全为前提。,1
2285,182715,理由很简单，你不要我们污染环境可以，之前答应给的1000亿到账再说，现在提倡环保，你们不发展了，现在要求我们发展中国家不发展，十足老双标，就是这个道理，如今任何国家只要发展经济就一定会破坏环境，因为别人科技不发达，只能走老路一步步发展，就跟当初的中国一样或者跟最早发展的西方一样,3
2286,182738,这么无理的要求，我穷我有理系列，自己不上进怪别人奋斗致富。,4
2287,182740,要钱要得“理直气壮”且“堂堂正正”,4
2288,182747,先弄清楚什么是他妈的人,3
2289,182766,这评论区是没看过丁仲礼院士的视频么？西方国家本来就是要给不发达国家钱和技术用来发展环保技术的啊，这是协议上说的清清楚楚的,3
2290,182768,他们想环保吗？不想 他们想发展吗？未必 他们想躺着要钱吗？是的,4
2291,182775,谁人均碳排放高？发达国家。谁历史碳排放高？发达国家。谁该搞碳减排？发展中国家。,2
2292,182789,轰炸？军费你出吗？,4
2293,182791,这是典型的发穷疯，大国只会当个笑话,4
2294,182806,幸亏我们是发展中国家,4
2295,183011,今天看到一篇文章，过去十年，全世界范围内，也就只有十几个国家和地区的GDP是增长的，即使没有环保因素的制约，发展也不是谁都能做到的。,1
2296,183018,真的吗？我不信,4
2297,183022,弱国无外交,4
2298,182452,越无能越强调环保,2
2299,182463,大家先别同情他，查查帕劳怎么发展起来的就知道为什么我这么说了顺带一提，帕劳是为数不多仍与咱们东南部某个岛上的省“建交”的国家,4
2300,182483,自己国家没点b数吗？自己发展自己的，自己根据自己国家情况定，你没天然气就不能烧柴火？你发展起来了就没人说你了，就怕自己没那魄力，自己不想发展就在那bb要钱，那是长久之计？自己躺平了靠接济那叫无耻，没人会理你，就看个笑话,4
2301,182488,发达国家确实该出钱啊,3
2302,182493,环保个屁，当年美国崛起的时候怎么没人逼逼环保,2
2303,182508,如果你愿意承担导弹的费用，我很乐意炸了你。如果你不能，你就没有权利要求我炸你。——白宫新闻发言人。,4
2304,182516,……弹幕里这么多瞧不起落后国家的吗？多少人用“我穷我有理”在讽刺他们？我的天呐……你们不觉得这是“种族歧视”吗？居高临下看待别人好吗,4
2305,182522,环保本来就是在打压发展中国家，穷的时候你跟我谈环保，我的电能怎么来？煤电是最便宜的，你不让用，让我用风力，水力，太阳能，那我哪来的钱搞这些设备？你们已经度过发展高峰期了，现在却限制我的发展？,2
2306,NA,大家可以翻一翻她以前说过的话，翻来覆去就会那几套大空话，我上我也会说，可真该干实事儿的时候你们去哪了？打着环保的旗号捞钱也太简单了吧,1
2307,NA,有一说一，仅仅就视频里，不仅有帕劳在发言，现实中面临同样困境的穷国更多，西方富国背离契约的行为也是真的，落后是会挨打，但那是弱者的自省，不是旁观者嘲笑的借口，更不是强者欺凌弱小的理由，咱们又不是没被欺负过，只是乘了前人的凉而已，某些评论倒也不用这么刻薄,4
2308,NA,国家使环境保护措施先行于生产，保护和改善自然环境，防止环境污染，为人民创造文明卫生的生活环境和劳动条件。,1
2309,NA,都2021年了还有人觉得气候变化全球变暖是阴谋论吗,1
2310,NA,可怜之人必有可怜之处，自己不思发展强大期望他人的支持只有四个字给你们“死有余辜”,4
2311,NA,我们没胆子环保，但是借着环保的名义敛财的胆子是有的，而且很大,2
2312,NA,白人能代表全世界的多少人？不要以为你们声音大就能代表全世界了,3
2313,NA,所谓的保护环境都是瑞典少女和西方国家的阴谋，我们不用管她！反正地球绝不会在百年内完蛋，我们有什么可担心的呢！,2
2314,NA,确实很有创意，但毫无用处。做这种短片自我感动，就和坐私人飞机参加环境峰会一样讽刺,3
2315,NA,保护环境是每一个人的责任，不论国籍和身份，在宣传环保的视频下拿其他事情碎嘴实属有点ky了吧…,1
2316,NA,人对气候的影响微乎其微，保护环境跟保护地球啥关系都没有，地球不需要谁保护，保护的只是人自己,1
2317,NA,呵呵?  中国人不配发展,2
2318,NA,环境保护的确是所有人的责任,1
2319,NA,和庆怜一起保护地球,1
2320,NA,我们不该减排吗？英国要减排我们就不用了？你们真爱国,1
2321,NA,这里已经说的很清楚了，就问一句凭感觉，大家觉得这几年的冬天是不是越来越冷了？丁仲礼问柴静：中国人是不是人？（完整版）,3
2322,NA,如果我没猜错肯定有人会发:观察动物者网，然后又借机说发错了。等会肯定还会有人说:我先来…,4
2323,NA,旱的旱死，涝的涝死,3
2324,NA,地球灭亡都与我无关,2
2325,NA,物理要学好，家人们，专家说的没错，附体排出水的质量等于其本身质量，所以浮冰化成水后等于填补了排出水的体积，对水面高度是基本没影响的，不要受到主观概念“冰化成水会升高水面”的影响，那是路上的冰川化成水流到海里会升高海面，不要自以为然。,3
2326,NA,不在沉默中爆发，就在沉默中灭亡！,1
2327,NA,要保护环境了！！要重视啊！！,1
2328,NA,山上的小动物怎么办,1
2329,NA,说句实话，我觉得地球并不需要人类只是你们把主语搞错了，是人类自己罢了。,1
2330,NA,…我还能正常的活到死吗,1
2331,NA,涨涨涨，把小日本淹了,4
2332,NA,海冰融化让北极熊获得食物的几率降低了。有很多的北极熊因为食物不足在海面上而饿死，因为没有海滨作为落脚点而淹死。总之，全球气候变暖对生态的破坏和生物多样性的打击还是很大的。但是貌似好像没有那么多的人对此做出正确的行动。,1
2333,NA,帅(°∀°)ﾉ,4
2334,NA,全球变暖到底是不是真的？,3
2335,NA,美国人呐，就是把左脸撕下来贴在右脸上，一边不要脸，一边厚脸皮。,4
2336,NA,真要限制碳排放，那应该从工业革命刚开始开始算，让欧美国家先把过去超排的碳先补回来，看看他们按规矩应该多少年不准排放,3
2337,NA,大家不要觉得“巴黎民众”这个词暴露了这个政客的无知，事实上，美国政客都是私立的精英教育出身，和普通屁民的公立的减智教育是不同的，用“巴黎民众”只是为了方便选民理解，不要以为美国人理解能力有多强有多聪明,4
2338,NA,柴静的汽车6.0排量,2
2339,NA,我们也退出协定，爱咋咋地,2
2340,NA,强烈，支持制定精确到人头的排放要求，凭什么美国人均排放是中国的好几倍，我们不光要要求从现在开始现在美国每个人都排放，还要追溯历史，计算美国历史上的违规排放然后对其上税,3
2341,NA,气候牌一直是欧洲遏制中美的手段，是的没错，这不仅仅是用来对付中国的，所以拜登这一手的目的已经很明显了，而欧洲这帮老银币也肯定是乐见其成，年前的中欧协定我不是很了解具体内容，不过按照惯例，欧洲也肯定没安好心，大家还是要警惕起来，不要被暂时的胜利迷住了双眼。,2
2342,NA,反正碳中和也是我們的目標，等我們碳中和了看他們怎麼說,1
2343,NA,唉，完以前还会觉得温室气体会使自然环境受影响，要减少排放，现在我觉得管他影不影响，死光了地球物种重来而已,2
2344,NA,昨天听了马督工的新闻，觉得“考拉被烧死”只是“这场让莫里斯下台”的引子。即使没有这场大火，还是会来这么一出。而且澳大利亚的生态环境一年不改善，这样的活动就会年年出现。今年是莫里斯，明年是莫外斯，后面是莫里斯里外斯。加上媒体过分夸大“考拉被烧死”，引起同情心。要是按照国外的选举，我觉得这有可能是反对者主导的，目的就是推倒现有政府，自己上台。这种事情不是一次两次了。只是这次的传播范围广，带上考拉，博得同情心要比以前多。所以不明真相的我们（不是澳大利亚的人）才会认为莫里斯无能,4
2345,NA,大火过后，桉树会和其它植物会更加茂盛，考拉，和作为，和袋鼠，在澳洲，经过自然火减少，平衡环境没什么不好，中国人与其关心一个已经快要敌对的澳狗，还是关心自己的环境和沙漠治理问题，真是同情心泛滥，,2
2346,NA,现代工业文明在大自然面前真是不堪一击，仅仅一场山火，一个病毒，人类就已经手忙脚乱了,3
2347,NA,除了抗议就不会做点有意义的事儿吗？是因为抗议是最轻松的吧？,3
2348,NA,不论天灾还是人祸，接近5亿生命没了！！500000000没了！！,1
2349,NA,川建国：“我的任务又艰巨了”( ՞ټ՞),4
2350,NA,就日本排核污水欧美媒体全体沉默的态度，感觉这辈子离碳中和还远，人家现在正在砸钱让中国人少吃肉呢,3
2351,NA,弹幕里有人说好，这样日本就沉没了，我想说一下，如果真的到这个程度，那我国东南沿海，华北，长江中下游估计也没了，而且日本是地形主要是丘陵山地，不会全淹，富士山还三千多米高呢,1
2352,NA,减排本身没有错   中国我相信可以   但是如何能约束发达国家呢 他们可不会为了子孙后代就去努力完成的   如果到时候人均GDP追不上发达国家幸福感又从何而来呢。,3
2353,NA,中国人均碳排放量只有美国、澳大利亚的二分之一，应该让他们少吃肉少开车厉行节约，绿色生活,3
2354,NA,实现碳排放中和不是是为了拯救地球，而是为了拯救人类自己。敬畏自然，才是人类在地球上生存应该遵守的最重要法则。,1
2355,NA,全化了我们这也成不了沿海城市，事实上影响最大的是农业，粮食危机才是最大最紧迫的问题，而不是淹没了城市。第二次世界大战是场工业革命，第三次世界大战很可能是为了粮食。,1
2356,NA,然而只有我们国家节能减排，别的国家一看? 有人节能了，那我们可以更放肆了,3
2357,NA,全球变暖这个不能成为阻碍中国发展的借口，发达国家过去一百年透支的碳，我们要在未来几十年追回来，别让碳排放影响中国发展，不然就真的中了圈套了，该发展该排放就排放，我们人均碳排放比只有发达国家的四分之一,3
2358,NA,看完评论区诸位的评论，我有一个建议：读书,4
2359,NA,“最初，没有人在意这场灾难，这不过是一场灾火，一次旱灾，一个物种的灭绝，一座城市的消失。直到这场灾难和每个人息息相关。”,1
2360,NA,全球变暖，一年比一年热,1
2361,NA,只希望人类未来会克服种种困难，一直延续下去，我们的后代能够有能力迎接千年万年后的挑战。,1
2362,NA,要求发达国家优先减排有错吗？要求美国人少浪费点食物、衣服、电能源有错吗？,3
2363,NA,这则新闻下面大部分评论都在调侃、说笑，有评论提到要关注气候变化和保护环境，立马有人抬杠嘲讽：“你是物理学家吗？”，“气候砖家爱了爱了”。我就纳闷了，难道不应该关注气候变化吗？虽然环保少女可笑，但同住在一片土地上，这片土地的环境难道不和我们息息相关吗？这些调侃说笑的人，如果平时关注新闻，就知道气候变化一个最明显的反映是成批的北极熊因为大量冰块融化无处栖息捕食导致冻死、饿死。你可以杠说气候变化是周期的、不可逆的，但肆无忌惮的排放只会加剧。环保减排，不是让你像环保少女那样作秀，也不是让你事不关己，无知无畏。现在国家出台了《反食品浪费法》，响应国家的政策，从小事做起，从节约一度电、一颗粮食做起，难道不是你们小学的必学课程么？万事都可以调侃，万事都与我无关，这才是最可笑的,1
2364,NA,环保？笑死，不过是资本家的手段罢了。,2
2365,NA,电影《后天》里面，说的就是这个事情。,3
2366,NA,应该也会有很多冰封的生物标本消失吧,1
2367,NA,现在并没有科学结论证明气候变暖是人类活动导致的。全身西方为了限制发展中国家发展yy出来的。美国都退了，咱们还操什么心。,2
2368,NA,唉，总觉得人类是自作自受，现在都在拼命补救,1
2369,NA,问题是全球变暖真的是人类造成的？没有工业革命以前照样有小冰河期和变暖期啊,2
2370,NA,有用吗？,2
2371,NA,对于某些动不动，也不带大脑就因为是别的国家做的就嘲笑嘲笑的行为我就觉得很乐呵，动不动就就利益阴谋论，把行为描述成那是各种黑暗动机，我也是无语了~说什么淡季盖上延缓融化，旺季再打开营业，我就好奇了，简介都说明08年开始已经覆盖10万平方米了，人家是淡季覆盖10万平方米，然后旺季再把10万平米掀开营业？？呵呵呵，这人工费，随着时间堆积，到时候是每年覆盖100万平方米然后再打开100万平方米？？脑子和它的那89个赞一样清奇~一群键盘侠只会在哪嘲笑别人的劳动成果，也不自己用行动来为改善环境出一份力，别人至少在力所能及的范围内努力过，呵呵呵~前三热评和点赞的东西，你们是想上热评让别人知道你们，好让别人都知道你们三观不正的吗？你们确实做的了~你们的三观正，那我叫什么？？只是小作用，没有大的作用就可以不去做？？学习不能一步登天，不能直接暴富，不能直接迈向成功，所以？？？学习就是每一小步，财富就是每一小步成功，成功就是每一小步积累出来的，而你们反对，批判，甚至嘲笑这种行为，所以你们是？？？才有空在这里当键盘侠，呵呵哒~qwq难得上一次B站，尔等三观又震惊了我一次，你们那些三观言论有什么好津津津乐道沾沾自喜在那大放厥词的？？？,1
2372,NA,不明白这有什么可嘲笑的，人家又不像那个瑞典女孩光说不做，人是付出了实际行动的！而且一定是有成效的吧，否则怎么可能从08年坚持到现在。这种难道不应该支持?现在的人都是不看视频直接评论么→_→,1
2373,NA,人类的行为正在改变地球的原有面貌，到本世纪末，我们也许已经看不到很多原有的冰盖和冰川了,1
2374,NA,盖布能保温吗？主要功能是反射太阳光啊……瑞士早这么干了，效果显著，评论区都是小学生吗？,4
2375,NA,去你妹的，好好管管有钱人，别浪费，比啥都管用，你没看美国人均造成的污染和浪费，比我们高很多，因为有钱任性！,2
2376,NA,富人产生的碳排放是穷人的十倍百倍。,3
2377,NA,要是进化了这么多年的人类以及这么发达的科技会败在区区几种连现在的生存环境都难以适应的远古病毒手里，那人类还是毁灭吧赶紧的,4
2378,NA,个人感觉这些远古病菌已经和进化无数遍的现代病菌等级数被落不知道几个量级了,4
2379,NA,10月多才开始降温离谱不？中秋节温度30多度就尼玛离谱，全球变暖看来不是和我无关了，我是感觉夏天一年比一年热了,1
2380,NA,不管是不是阴谋论，以我近三十年的切身体会，气候是真发生变化了，坐标北方，小时候我经历过好几次大雪，厚度能到成年人膝盖的那种，往后雪就越下越少，冬天也越来越暖和，前年春节居然下起了雨，问上了年纪的老人，他们之前也没遇到过春节下雨这一现象。,1
2381,NA,我月薪三千 ，唯一篇论文还是拼拼改改，一辈子买不起房子，但是我最爱看这些人类最前沿科学信息了,4
2382,NA,我看到下面的评论，怎么说呢，国内现在目前是全球最早提出要用电动车代替燃油车的，也是世界上可再生能源利用最多的国家，光伏发电技术世界领先。以前在欧美人做的游戏里，中国人高呼气候变暖是骗局。而现实世界是，中国是阻止气候变暖的急先锋，而美国甚至退出了巴黎气候协定。人类命运共同体这个词以前还觉得挺空的，但是在疫情和全球性气候变化的威胁下，却变得无比有力。,1
2383,NA,爱因斯坦值得一个诺贝尔和平奖  原子弹对和平来说太重要了 然而他开始并没有意识到,4
2384,NA,也许不是时间不多了，是灾难已经到来了，我这边东北今年降雨就离谱，天天下一阵雨 甚至连续一个月都如此，南方朋友可能不以为然，但是东北这以往一年都没20场雨的，这地方大部分时间是干旱的，靠冬天的雪融化才能给予大地一部分水份，河南和山西也是大水造成了灾难，这就不得不联想到两极已经冰川融化蒸发的水气形成了现在的雨云，那随着融化加速是不是降雨会越来越频繁，水面上升淹没陆地，这一刻也许离我们并不遥远，不要听他们说和这一代人没关系的，看不到那一天的逃避言论了，看诺贝尔这次就应该明白气候这事刻不容缓了已经,1
2385,NA,不过某种意义上，也说明理论物理真的卡瓶颈了,4
2386,NA,srds，即便120年没给过气象学相关，也不代表气象学不属于物理啊，气象学从来就是物理的范畴，物理专业有这门课的啊,4
2387,NA,我是环境专业的，纠个小点，全球变暖global warming已经正式改名为全球气候变化climate change。原因很容易理解，因为全球变暖这个名字容易让人误会为所有地方都在变暖，但更多的其实是气候变化，极端天气的增加，比如大台风，大洪水。平均气温的上升，增加了水汽在大陆和海洋间的运动，也导致每一个“天气”的加剧。身在环境专业，我其实最绝望的是我感觉我什么都做不了；但乐观点想，虽然我没有厉害到做出关键性改变，但我将会是量变引起质变里的那个量，会是洪水里的一滴水。,1
2388,NA,我想引用丁仲礼教授的一句话：这不是拯救地球，地球不需要人类拯救，地球历史上比现在气温高几倍的时候都有，人类要拯救的是自己。,1
2389,NA,20世纪对人类历史改变最大的学校，不是哈佛剑桥普林斯顿麻省理工，而是维也纳艺术学院,4
2390,NA,地球上这些曾经出现的极端气候 现在人类基本无法渡过古新世-始新世极热事件  一场持续几万年的高温卡尼期洪积事件  一场长达200多万年的暴雨,1
2391,NA,地球也是天体 天体物理大胜利,4
2392,NA,有一件事是绝对清楚的：全球变暖是真实存在的，对世界文明是巨大的威胁。发达国家和发展中国家必须共同努力，履行减少温室气体排放的义务。这是我们对未来子孙的道德责任。——秦大河,1
2393,NA,“跟这些人讲道理，比研究辐射平衡和气团垂直输送要复杂一百万倍”,1
2394,NA,诺奖算个屁，看大牛还得到贴吧，破站，微博，个个都比这些物理学家厉害,4
2395,NA,没事，就算地球上冰全融化，海平面就上升70m而已,2
2396,NA,总有一知半解的人拿间冰期举例，说以后会越来越冷。确实以千年万年为尺度，全球可能是朝变冷的方向走。但以百年为尺度，温度再这样升下去，海平面继续升高，等不到所谓的冰期到来，人类就自己就先完蛋了。,1
2397,NA,emmmm，作为一个地球物理博士在读的人表示:你说的再天花乱坠，我也觉得诺奖不该给他们地学有地学的奖项，诺奖跟蹭热度碰瓷一样但是从宣传来说全是一件好事。。。,4
2398,NA,各界争论了60年的全球变暖，至此已成定局，任何试图否定它 延误人类自救的 都是历史的罪人，不管操纵着地球命运的究竟是怎样的物理规则，现在留给我们的解码复杂系统的时间已经不多了，是什么改变了自旋玻璃铁原子的方向，是谁决定了椋鸟群的飞行目的地，是一只只椋鸟，是每一个渺小细碎的个体，把控着整个种族的命运，蝴蝶效应告诉我们，哪怕是肉眼观测不到的翅膀振动也能掀起旋风，哪怕是再微不足道的觉醒也能扭转星球未来的生命走向，守住最后一道防线，人类才有未来可言,1
2399,NA,全球变暖不是一个渐进的过程，祂有一个临界点，一旦突破那个临界点以人类现在的科技根本无力回天，在突破那个临界点之前，人类还有多少时间？,1
2400,NA,大家猜猜是地球活得久，还是人类活得更久呢？,3
2401,NA,全球温度变暖仍然是个谜，作为一个学地质的，觉得仍然存疑,2
2402,NA,深入浅出的讲明白了几位科学家的工作，up主非常了不起,4
2403,NA,大家可以看看柴静采访的纪录片，就是那一期采访丁仲礼院士的那一期，在丁仲礼院士前面那一位院士，拿出了全面温度变化曲线和全面二氧化碳量的变化曲线对比图。曲线显示，全球温度的上升早于二氧化碳的量的上升，甚至在后面全球温度下来后，二氧化碳浓度还在上升。与此同时，很多地质学家推测，全球马上要进入冰川期了，等待人类的可能不是全球变暖而是全球变冷。,1
2404,NA,浅显的认为人类未来不会有好的结局  只不过不是我们这几代经历的事,3
2405,NA,这些冰冷的数据能打动我们，因为这些科学家在讲道理，但有些政客们和有些科学家却想贪便宜！所以我们知道刻不容缓，我们也相信这些数据！但同样的我们也愤怒那些无耻的人做出的无赖举动，也在小心谨慎的走每一步！这个世界待被拯救，但若不小心，那先被灭掉的可能就是我们自己！,1
2406,NA,日本阿苏火山爆发了，很多人在幸灾乐祸，他们只能看到现象，看不到本质。,1
2407,NA,保护环境固然不错，但是我不赞同牺牲发展去保护。全球气候变暖，不是包括中国在内的发展中国家的责任，难道发达国家排放几百年温室气体，现在他们发展好了，我们亚非拉要发展的时候，发达国家说保护环境，我们就不要发展了吗？发达国家的公民养尊处优，我们和贫穷国家吃不饱饭的国家保护环境到底是为了谁保护？发展权要不要在保护环境前？我认为要的，不能你发展起来了，污水废气排了，我发展的时候不让了。哪有这种道理。更别提温室气体第一的是美国，而且美国又巴黎协定，又退京都议定书，排放他排放了，保护的时候，他保护了吗？反而让发展中国家保护，真是笑死人了。中国提出碳中和，美国提出什么了吗？还在继续美国优先罢了。日本在杀鲸鱼排核废水，美国在全球搞病毒实验室，唯独发展中国家吃肉都被说不环保？所以环保议题是最让我讨厌的议题。这种议题在全国还有6亿人拿1000元一个月的中国来说一文不值。,2
2408,NA,和平奖曾位搬给了  ，生理学奖曾经搬给了一个冰锥搅脑浆的疯子，文学奖曾经搬给了一个歌手，这个物理学奖其实相比之下非常正经了。其实诺奖最可信的就是物理、化学，清醒点，不要我们得不到就酸,4
2409,NA,本来我也觉得全球暖化是发达国家的骗局。直到我知道地质上有个事件叫古新世-始新世极热事件，单听这个名字就知多恐怖。 结果一找资料：极热事件持续了2万年到5万年，而且上升的温度持续了20万年！  ！. .. ..在这段时期里，全球平均温度上升了5℃到8℃！就这？几万年上升5到8度。极熱就这？因此当时我就对以全球暖化问题我从看笑话变成極有极有可能是真的，不是骗局。 这次诺贝尔奖更是坐正这个事实。不过！ 我对全球暖化依然是中立态度。原因很简单我不会因此改变现有的生活，热就开冷气冷就开暖气，最多比较注重环保，但绝不会为百年后的世界而令现在的自己受罪。,3
2410,NA,毁灭的只是物种，毁灭的是人类自己，所以是人类如何拯救人类，不是人类如何拯救地球,1
2411,NA,emm那么一群学生在教室里叽叽喳喳地聊天，突然在一瞬间大家都安静了下来，这种状态也是可以用“复杂系统”去探究嘛,4
2412,NA,中国人是不是人？,3
2413,NA,都要全球变暖ptsd，那些个肉蛋奶之类的视频..............我寻思有地方变冷，也有地方变热，所以为啥不说全球气候极端化呢？？？,3
2414,NA,诺贝尔终身成就奖,4
2415,NA,这东西，难又不难。可控核聚变技术突破，太空电梯建造完成，工业全部往太空转移。或者太空建造可控式抗高温玻璃，调整光照强度以降低地表温度……反正只要能源够，材料够，什么问题都不是问题,4
2416,NA,好笑了。因为全球变暖的原因物理学奖颁给气象学家，那和平奖至少有中国份吧?退耕还林、碳中和，我们多踏实！,1
2417,NA,全球变暖一直都有在重视，谁也没当假的。现在诺奖给气候学我觉得也没有啥意义。不过这几年确实也是越来越注重碳排放了，毕竟是门生意。未来可能搞环境的才是挣钱的,1
2418,NA,我还是感觉小冰期大冰期都回来，周而复始，就像碳元素一样飘上去又变下来，都是规律，只不过看到的周期不同，个人以为这些人所做都是现象找解释。,3
